Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Year,Month,Month_Number
4/12/2024,North,Laptop,Charlie,17,119,Electronics,2023,1307.157349,715.84,2024,Dec,12
10/07/2024,East,Mobile,Frank,2,1021,Electronics,2042,1423.756691,618.24,2024,Jul,7
20/10/2024,North,Tablet,Eva,16,128,Electronics,2048,1825.024499,222.98,2024,Oct,10
24/11/2024,West,Headphones,Alice,4,514,Accessories,2056,1416.02855,639.97,2024,Nov,11
22/08/2024,South,Laptop,David,5,414,Electronics,2070,1540.584742,529.42,2024,Aug,8
3/08/2024,North,Smartwatch,Alice,2,1038,Accessories,2076,1517.121659,558.88,2024,Aug,8
20/10/2024,South,Laptop,David,3,697,Electronics,2091,1295.856122,795.14,2024,Oct,10
7/02/2024,South,Printer,Hannah,13,162,Office,2106,1784.494813,321.51,2024,Feb,2
5/12/2024,North,Printer,Eva,4,527,Office,2108,1888.031649,219.97,2024,Dec,12
17/10/2024,West,Headphones,Eva,2,1056,Accessories,2112,1559.302585,552.70,2024,Oct,10
23/03/2024,West,Laptop,Alice,11,193,Electronics,2123,1491.63179,631.37,2024,Mar,3
18/03/2024,West,Tablet,Hannah,2,1066,Electronics,2132,1754.413413,377.59,2024,Mar,3
3/09/2024,West,Smartwatch,Grace,2,1066,Accessories,2132,1381.803164,750.20,2024,Sep,9
24/06/2024,West,Monitor,Grace,9,237,Office,2133,1371.738552,761.26,2024,Jun,6
12/03/2024,South,,Alice,6,356,Electronics,2136,1571.290666,564.71,2024,Mar,3
2/09/2024,East,Smartwatch,Alice,4,536,Accessories,2144,1495.088441,648.91,2024,Sep,9
7/12/2024,South,Smartwatch,David,11,195,Accessories,2145,1486.638064,658.36,2024,Dec,12
26/09/2024,South,Laptop,Frank,5,429,Electronics,2145,1418.969999,726.03,2024,Sep,9
18/06/2024,West,Laptop,Frank,2,1075,Electronics,2150,1352.378274,797.62,2024,Jun,6
6/03/2024,West,Monitor,Bob,2,1080,Office,2160,1756.244322,403.76,2024,Mar,3
28/04/2024,West,Tablet,David,6,361,Electronics,2166,1410.118967,755.88,2024,Apr,4
28/08/2024,East,,Frank,9,241,Office,2169,1858.492639,310.51,2024,Aug,8
18/01/2024,East,Laptop,Charlie,2,1086,Electronics,2172,1397.224187,774.78,2024,Jan,1
31/12/2024,North,Monitor,Frank,10,218,Office,2180,1841.95702,338.04,2024,Dec,12
11/08/2024,East,Tablet,Bob,2,1091,Electronics,2182,1558.136452,623.86,2024,Aug,8
14/10/2024,West,Camera,Eva,4,546,Electronics,2184,1401.574248,782.43,2024,Oct,10
25/12/2024,East,Laptop,Frank,5,437,Electronics,2185,1636.783303,548.22,2024,Dec,12
10/11/2024,North,Headphones,Bob,4,547,Accessories,2188,1313.957353,874.04,2024,Nov,11
10/04/2024,,Monitor,Bob,4,552,Office,2208,1336.423506,871.58,2024,Apr,4
28/03/2024,South,Mobile,Grace,3,738,Electronics,2214,1606.923408,607.08,2024,Mar,3
28/03/2024,North,Tablet,Alice,13,171,Electronics,2223,1578.907056,644.09,2024,Mar,3
6/07/2024,North,Mobile,Bob,18,124,Electronics,2232,1736.401201,495.60,2024,Jul,7
14/01/2024,West,Smartwatch,David,8,279,Accessories,2232,1970.297953,261.70,2024,Jan,1
14/01/2024,South,Monitor,David,12,187,Office,2244,1425.902737,818.10,2024,Jan,1
26/03/2024,South,Mobile,Grace,11,204,Electronics,2244,1379.446546,864.55,2024,Mar,3
13/09/2024,South,Laptop,Hannah,2,1130,Electronics,2260,1476.572764,783.43,2024,Sep,9
22/09/2024,East,Mobile,Alice,3,758,Electronics,2274,1877.649058,396.35,2024,Sep,9
10/06/2024,East,Monitor,Eva,7,328,Office,2296,1791.346953,504.65,2024,Jun,6
19/11/2024,North,Monitor,Frank,11,210,Office,2310,1400.548891,909.45,2024,Nov,11
31/10/2024,West,Mobile,Charlie,12,193,Electronics,2316,1808.122628,507.88,2024,Oct,10
3/10/2024,North,Headphones,Grace,7,331,Accessories,2317,1795.957831,521.04,2024,Oct,10
28/01/2024,North,Mobile,Frank,5,464,Electronics,2320,1767.777963,552.22,2024,Jan,1
4/03/2024,South,Tablet,Bob,6,388,Electronics,2328,1500.782822,827.22,2024,Mar,3
1/01/2024,South,Mobile,Grace,2,1167,Electronics,2334,2025.281263,308.72,2024,Jan,1
6/01/2024,West,Printer,Eva,7,335,Office,2345,1738.368961,606.63,2024,Jan,1
23/05/2024,West,Monitor,Alice,7,335,Office,2345,1757.594807,587.41,2024,May,5
8/07/2024,East,Camera,David,5,470,Electronics,2350,1879.293709,470.71,2024,Jul,7
24/03/2024,South,Smartwatch,Frank,2,1175,Accessories,2350,1757.119248,592.88,2024,Mar,3
15/12/2024,South,Laptop,David,11,214,Electronics,2354,1617.908998,736.09,2024,Dec,12
6/12/2024,East,Laptop,Frank,2,1177,Electronics,2354,1690.184071,663.82,2024,Dec,12
16/07/2024,East,Camera,Bob,3,786,Electronics,2358,1603.024504,754.98,2024,Jul,7
19/07/2024,West,Printer,Bob,3,786,Office,2358,1954.678086,403.32,2024,Jul,7
11/12/2024,North,Monitor,Grace,3,788,Office,2364,1570.051963,793.95,2024,Dec,12
24/01/2024,North,Laptop,Frank,3,788,Electronics,2364,1822.6708,541.33,2024,Jan,1
28/02/2024,West,Printer,Hannah,6,396,Office,2376,1742.724756,633.28,2024,Feb,2
29/06/2024,East,Headphones,Alice,2,1189,Accessories,2378,1550.475746,827.52,2024,Jun,6
16/07/2024,West,Camera,Frank,13,184,Electronics,2392,2100.693167,291.31,2024,Jul,7
7/05/2024,South,Laptop,Charlie,4,599,Electronics,2396,2073.099672,322.90,2024,May,5
15/08/2024,South,Mobile,Bob,17,141,Electronics,2397,1952.379397,444.62,2024,Aug,8
8/02/2024,East,Mobile,Hannah,10,240,Electronics,2400,1818.267321,581.73,2024,Feb,2
18/10/2024,North,Tablet,,5,484,Electronics,2420,1644.398557,775.60,2024,Oct,10
3/01/2024,West,Headphones,Grace,5,486,Accessories,2430,1987.764361,442.24,2024,Jan,1
7/09/2024,North,Mobile,Frank,3,811,Electronics,2433,2095.251555,337.75,2024,Sep,9
6/11/2024,South,Tablet,Grace,15,164,Electronics,2460,1627.22578,832.77,2024,Nov,11
2/09/2024,South,Printer,David,2,1238,Office,2476,1525.082855,950.92,2024,Sep,9
4/01/2024,North,Printer,Hannah,13,191,Office,2483,2226.071693,256.93,2024,Jan,1
19/10/2024,North,Laptop,David,10,249,Electronics,2490,2140.876567,349.12,2024,Oct,10
2/03/2024,East,Mobile,Eva,2,1266,Electronics,2532,1826.533147,705.47,2024,Mar,3
24/08/2024,North,Camera,Alice,3,845,Electronics,2535,2031.592859,503.41,2024,Aug,8
27/04/2024,West,Smartwatch,Bob,17,150,Accessories,2550,1966.885846,583.11,2024,Apr,4
9/10/2024,East,Printer,Bob,2,1286,Office,2572,2204.882949,367.12,2024,Oct,10
18/07/2024,South,Monitor,Charlie,5,515,Office,2575,1699.914579,875.09,2024,Jul,7
29/05/2024,South,Monitor,Frank,4,644,Office,2576,1616.305557,959.69,2024,May,5
20/05/2024,West,Smartwatch,Grace,8,322,Accessories,2576,2288.06128,287.94,2024,May,5
3/08/2024,South,Monitor,Alice,2,1294,Office,2588,2254.233686,333.77,2024,Aug,8
31/08/2024,South,Mobile,Hannah,11,236,Electronics,2596,1653.709502,942.29,2024,Aug,8
29/03/2024,West,Mobile,Alice,12,217,Electronics,2604,1844.617663,759.38,2024,Mar,3
6/04/2024,West,Mobile,Hannah,13,203,Electronics,2639,1964.549083,674.45,2024,Apr,4
15/01/2024,South,Smartwatch,Charlie,2,1325,Accessories,2650,2082.197552,567.80,2024,Jan,1
26/05/2024,North,Headphones,Hannah,13,204,Accessories,2652,1698.474051,953.53,2024,May,5
1/06/2024,South,Headphones,David,7,380,Accessories,2660,1688.003473,972.00,2024,Jun,6
1/12/2024,East,Mobile,,6,444,Electronics,2664,2199.935261,464.06,2024,Dec,12
5/07/2024,West,Mobile,Alice,3,888,Electronics,2664,2351.7628,312.24,2024,Jul,7
20/08/2024,North,Smartwatch,Alice,3,894,Accessories,2682,2072.599849,609.40,2024,Aug,8
30/10/2024,South,,Charlie,2,1344,Office,2688,2258.586551,429.41,2024,Oct,10
11/12/2024,South,Headphones,Bob,3,901,Accessories,2703,2203.749364,499.25,2024,Dec,12
23/09/2024,South,Laptop,Eva,8,338,Electronics,2704,2230.255081,473.74,2024,Sep,9
17/09/2024,East,Headphones,David,4,677,Accessories,2708,1667.332755,1040.67,2024,Sep,9
18/01/2024,North,Printer,David,7,388,Office,2716,1709.446116,1006.55,2024,Jan,1
25/05/2024,East,Monitor,Alice,2,1363,Office,2726,1867.305425,858.69,2024,May,5
27/05/2024,East,Laptop,Frank,18,152,Electronics,2736,2051.491552,684.51,2024,May,5
1/05/2024,South,Mobile,Bob,18,152,Electronics,2736,1928.723021,807.28,2024,May,5
23/09/2024,East,Smartwatch,Charlie,5,549,Accessories,2745,2401.010675,343.99,2024,Sep,9
6/07/2024,South,Headphones,David,2,1376,Accessories,2752,1711.835755,1040.16,2024,Jul,7
28/01/2024,West,Laptop,Hannah,13,212,Electronics,2756,2205.695687,550.30,2024,Jan,1
20/07/2024,North,Mobile,Charlie,7,398,Electronics,2786,1907.949033,878.05,2024,Jul,7
21/06/2024,East,Tablet,David,2,1399,Electronics,2798,2451.646596,346.35,2024,Jun,6
14/06/2024,South,laptop,David,2,1402,Accessories,2804,1747.799467,1056.20,2024,Jun,6
16/03/2024,East,Tablet,Bob,2,1406,Electronics,2812,2312.688712,499.31,2024,Mar,3
11/01/2024,West,Camera,Frank,5,563,Electronics,2815,2106.114455,708.89,2024,Jan,1
3/06/2024,West,Mobile,Frank,2,1415,Electronics,2830,2481.478395,348.52,2024,Jun,6
11/10/2024,North,Headphones,Alice,2,1420,Accessories,2840,1851.789622,988.21,2024,Oct,10
4/08/2024,East,Laptop,Alice,2,1422,Electronics,2844,2497.139356,346.86,2024,Aug,8
24/06/2024,East,Monitor,Eva,2,1433,Office,2866,2169.92109,696.08,2024,Jun,6
19/09/2024,North,Laptop,David,10,287,Electronics,2870,2275.127041,594.87,2024,Sep,9
28/01/2024,North,Monitor,Frank,9,321,Office,2889,2271.737228,617.26,2024,Jan,1
15/05/2024,North,Tablet,David,7,414,Electronics,2898,1972.336452,925.66,2024,May,5
20/01/2024,East,Tablet,Charlie,14,208,Electronics,2912,2171.560915,740.44,2024,Jan,1
25/03/2024,North,Monitor,Alice,9,324,Office,2916,1998.185622,917.81,2024,Mar,3
6/04/2024,East,Headphones,Bob,2,1459,Accessories,2918,2325.740871,592.26,2024,Apr,4
30/12/2024,South,Laptop,David,4,731,Electronics,2924,1977.365884,946.63,2024,Dec,12
2/11/2024,East,Smartwatch,Charlie,7,419,Accessories,2933,2374.480781,558.52,2024,Nov,11
18/09/2024,West,Camera,David,18,163,Electronics,2934,2559.687089,374.31,2024,Sep,9
16/08/2024,West,Laptop,Grace,7,420,Electronics,2940,2563.353426,376.65,2024,Aug,8
17/02/2024,West,Printer,David,19,155,Office,2945,1968.712261,976.29,2024,Feb,2
27/05/2024,North,Headphones,Eva,6,493,Accessories,2958,1968.408474,989.59,2024,May,5
2/01/2024,West,Monitor,Hannah,6,495,Office,2970,2545.76305,424.24,2024,Jan,1
8/06/2024,West,Camera,Eva,6,495,Electronics,2970,1802.412863,1167.59,2024,Jun,6
27/06/2024,East,Mobile,Grace,6,495,Electronics,2970,2278.293077,691.71,2024,Jun,6
27/07/2024,West,Printer,Hannah,15,198,Office,2970,2502.96495,467.04,2024,Jul,7
18/02/2024,East,Monitor,Bob,2,1490,Office,2980,2614.497957,365.50,2024,Feb,2
20/11/2024,North,Smartwatch,Hannah,13,230,Accessories,2990,2007.179057,982.82,2024,Nov,11
9/12/2024,West,Mobile,Charlie,4,750,Electronics,3000,2592.594791,407.41,2024,Dec,12
21/05/2024,,,Eva,9,334,Electronics,3006,1943.769753,1062.23,2024,May,5
20/07/2024,West,Printer,Hannah,3,1009,Office,3027,2320.411837,706.59,2024,Jul,7
29/09/2024,East,Camera,David,3,1012,Electronics,3036,2479.94473,556.06,2024,Sep,9
9/12/2024,South,Camera,Grace,2,1525,Electronics,3050,1934.911609,1115.09,2024,Dec,12
29/07/2024,North,Laptop,Eva,3,1017,Electronics,3051,1931.851237,1119.15,2024,Jul,7
30/05/2024,South,Printer,Frank,4,767,Office,3068,2610.618885,457.38,2024,May,5
9/08/2024,West,Laptop,Charlie,17,182,Electronics,3094,2298.798348,795.20,2024,Aug,8
22/05/2024,North,Mobile,Hannah,4,774,Electronics,3096,2543.041752,552.96,2024,May,5
27/04/2024,North,Tablet,Eva,7,443,Electronics,3101,2756.32692,344.67,2024,Apr,4
24/12/2024,West,Printer,Charlie,5,621,Office,3105,2033.197228,1071.80,2024,Dec,12
27/02/2024,East,Mobile,Bob,12,260,Electronics,3120,2687.44417,432.56,2024,Feb,2
28/06/2024,West,Laptop,Bob,12,260,Electronics,3120,2393.842816,726.16,2024,Jun,6
17/01/2024,East,Laptop,Charlie,18,175,Electronics,3150,2610.247398,539.75,2024,Jan,1
20/04/2024,East,Smartwatch,Alice,7,450,Accessories,3150,1949.600163,1200.40,2024,Apr,4
13/05/2024,South,Printer,Frank,3,1055,Office,3165,2217.227909,947.77,2024,May,5
22/03/2024,South,Mobile,Grace,7,453,Electronics,3171,2838.226116,332.77,2024,Mar,3
24/07/2024,North,Monitor,Alice,9,353,Office,3177,2261.470617,915.53,2024,Jul,7
10/04/2024,West,Monitor,Grace,2,1593,Office,3186,2138.908975,1047.09,2024,Apr,4
11/11/2024,South,Headphones,Grace,12,267,Accessories,3204,2061.815593,1142.18,2024,Nov,11
29/08/2024,West,Printer,Charlie,2,1606,Office,3212,2367.183441,844.82,2024,Aug,8
28/06/2024,South,,Hannah,17,189,Electronics,3213,2691.087604,521.91,2024,Jun,6
12/08/2024,North,Smartwatch,Hannah,3,1074,Accessories,3222,2279.866835,942.13,2024,Aug,8
22/11/2024,West,Tablet,Bob,6,538,Electronics,3228,2199.853075,1028.15,2024,Nov,11
4/01/2024,North,Printer,Charlie,6,538,Office,3228,2724.173065,503.83,2024,Jan,1
14/06/2024,South,Tablet,David,10,324,Electronics,3240,2081.189831,1158.81,2024,Jun,6
21/03/2024,West,Headphones,Charlie,3,1089,Accessories,3267,2586.440446,680.56,2024,Mar,3
4/11/2024,North,Monitor,Eva,3,1090,Office,3270,2845.738588,424.26,2024,Nov,11
12/07/2024,North,Printer,Alice,10,329,Office,3290,2648.611161,641.39,2024,Jul,7
4/02/2024,West,Printer,Bob,3,1098,Office,3294,2139.228483,1154.77,2024,Feb,2
3/10/2024,East,Smartwatch,Grace,11,301,Accessories,3311,2153.30705,1157.69,2024,Oct,10
30/03/2024,South,Tablet,Charlie,18,184,Electronics,3312,2591.875488,720.12,2024,Mar,3
2/08/2024,West,Mobile,Grace,9,369,Electronics,3321,2004.389054,1316.61,2024,Aug,8
21/11/2024,North,Printer,Hannah,4,832,Office,3328,2462.366116,865.63,2024,Nov,11
20/12/2024,South,Camera,Grace,18,185,Electronics,3330,2637.358905,692.64,2024,Dec,12
10/05/2024,South,Camera,Charlie,2,1666,Electronics,3332,2988.749632,343.25,2024,May,5
24/03/2024,South,Headphones,Hannah,2,1670,Accessories,3340,2600.198439,739.80,2024,Mar,3
2/12/2024,South,Mobile,Charlie,3,1114,Electronics,3342,2214.02289,1127.98,2024,Dec,12
31/10/2024,West,Mobile,Alice,3,1119,Electronics,3357,2263.575483,1093.42,2024,Oct,10
14/01/2024,West,Tablet,Alice,6,563,Electronics,3378,2174.985174,1203.01,2024,Jan,1
10/08/2024,South,Smartwatch,David,9,376,Accessories,3384,2981.343975,402.66,2024,Aug,8
4/04/2024,North,Smartwatch,Eva,3,1129,Accessories,3387,2070.101087,1316.90,2024,Apr,4
27/09/2024,West,Monitor,Grace,3,1132,Office,3396,2482.007994,913.99,2024,Sep,9
30/09/2024,East,Tablet,Grace,2,1698,Electronics,3396,2818.785831,577.21,2024,Sep,9
13/11/2024,North,Mobile,Hannah,14,243,Electronics,3402,2662.318379,739.68,2024,Nov,11
19/06/2024,East,headPhones,Frank,6,567,Electronics,3402,2643.192655,758.81,2024,Jun,6
28/08/2024,East,Camera,David,10,342,Electronics,3420,2065.15161,1354.85,2024,Aug,8
18/07/2024,North,Tablet,Grace,18,190,Electronics,3420,2413.692832,1006.31,2024,Jul,7
3/11/2024,West,Monitor,Grace,2,1716,Office,3432,2568.567314,863.43,2024,Nov,11
6/01/2024,North,Monitor,Alice,3,1145,Office,3435,3021.305722,413.69,2024,Jan,1
29/02/2024,East,Laptop,Grace,2,1718,Electronics,3436,2381.392147,1054.61,2024,Feb,2
4/04/2024,North,Mobile,David,3,1146,Electronics,3438,2963.317986,474.68,2024,Apr,4
23/05/2024,North,Headphones,Grace,13,265,Accessories,3445,2750.260535,694.74,2024,May,5
25/12/2024,West,Mobile,Charlie,4,866,Electronics,3464,2113.997353,1350.00,2024,Dec,12
20/10/2024,North,Smartwatch,Bob,9,385,Accessories,3465,2393.600218,1071.40,2024,Oct,10
13/07/2024,West,Smartwatch,Charlie,16,217,Accessories,3472,2193.035302,1278.96,2024,Jul,7
18/06/2024,South,Laptop,Bob,5,695,Electronics,3475,2689.985941,785.01,2024,Jun,6
16/12/2024,West,Camera,Frank,2,1751,Electronics,3502,3035.803928,466.20,2024,Dec,12
27/11/2024,North,Mobile,Alice,17,206,Electronics,3502,2880.156814,621.84,2024,Nov,11
13/03/2024,East,Camera,Hannah,3,1170,Electronics,3510,2719.263624,790.74,2024,Mar,3
13/06/2024,North,Monitor,Frank,5,705,Office,3525,3004.596732,520.40,2024,Jun,6
16/02/2024,North,Mobile,Charlie,2,1766,Electronics,3532,2426.866423,1105.13,2024,Feb,2
28/10/2024,North,Monitor,Charlie,17,209,Office,3553,3133.282017,419.72,2024,Oct,10
13/11/2024,East,Monitor,Eva,2,1777,Office,3554,2877.612378,676.39,2024,Nov,11
11/02/2024,West,Laptop,Charlie,5,711,Electronics,3555,2973.158284,581.84,2024,Feb,2
25/12/2024,South,Mobile,Grace,7,508,Electronics,3556,3036.005742,519.99,2024,Dec,12
2/08/2024,West,Mobile,Bob,4,898,Electronics,3592,3159.806233,432.19,2024,Aug,8
17/10/2024,West,Smartwatch,,3,1198,Accessories,3594,2547.724703,1046.28,2024,Oct,10
21/06/2024,East,Camera,Charlie,4,899,Electronics,3596,2821.35237,774.65,2024,Jun,6
1/06/2024,East,Tablet,Grace,3,1199,Electronics,3597,2628.50082,968.50,2024,Jun,6
11/05/2024,North,Printer,Charlie,7,514,Office,3598,2686.492496,911.51,2024,May,5
31/05/2024,East,Mobile,Charlie,15,240,Electronics,3600,2936.324567,663.68,2024,May,5
11/04/2024,East,Headphones,Eva,5,722,Accessories,3610,2513.452669,1096.55,2024,Apr,4
1/10/2024,East,Laptop,Frank,14,258,Electronics,3612,2432.818538,1179.18,2024,Oct,10
10/01/2024,West,Printer,Bob,16,227,Office,3632,2420.494034,1211.51,2024,Jan,1
18/02/2024,East,Tablet,Grace,2,1826,Electronics,3652,2479.914092,1172.09,2024,Feb,2
7/11/2024,West,Headphones,Eva,14,261,Accessories,3654,2501.144852,1152.86,2024,Nov,11
6/06/2024,North,Camera,Grace,2,1837,Electronics,3674,2838.979451,835.02,2024,Jun,6
23/11/2024,,Camera,David,15,245,Electronics,3675,3246.572311,428.43,2024,Nov,11
25/01/2024,East,Mobile,Bob,3,1227,Electronics,3681,2273.617433,1407.38,2024,Jan,1
9/01/2024,North,Smartwatch,Grace,15,246,Accessories,3690,2732.780098,957.22,2024,Jan,1
31/12/2024,North,Headphones,Eva,4,925,Accessories,3700,2665.613741,1034.39,2024,Dec,12
12/08/2024,South,Camera,Grace,2,1855,Electronics,3710,2882.39778,827.60,2024,Aug,8
31/03/2024,South,Laptop,Grace,16,232,Electronics,3712,3153.617397,558.38,2024,Mar,3
9/06/2024,West,Printer,Hannah,3,1238,Office,3714,2945.535663,768.46,2024,Jun,6
28/10/2024,West,Laptop,Alice,2,1859,Electronics,3718,2553.087488,1164.91,2024,Oct,10
9/11/2024,South,Mobile,Bob,10,372,Electronics,3720,2532.43827,1187.56,2024,Nov,11
17/12/2024,West,Smartwatch,Alice,2,1860,Accessories,3720,3323.349304,396.65,2024,Dec,12
23/09/2024,South,Monitor,Charlie,2,1865,Office,3730,3114.252499,615.75,2024,Sep,9
28/05/2024,West,Monitor,Eva,3,1248,Office,3744,2738.165952,1005.83,2024,May,5
26/02/2024,East,Mobile,Grace,6,624,Electronics,3744,2659.921259,1084.08,2024,Feb,2
18/01/2024,East,Headphones,Charlie,4,937,Accessories,3748,3213.832658,534.17,2024,Jan,1
29/09/2024,East,Headphones,Eva,2,1877,Accessories,3754,2845.597714,908.40,2024,Sep,9
10/05/2024,South,Mobile,David,2,1877,Electronics,3754,2674.219295,1079.78,2024,May,5
6/10/2024,North,Laptop,Hannah,2,1881,Electronics,3762,2913.761264,848.24,2024,Oct,10
5/09/2024,North,Printer,Eva,3,1256,Office,3768,2888.922668,879.08,2024,Sep,9
2/08/2024,South,Printer,Eva,11,343,Office,3773,3048.29172,724.71,2024,Aug,8
4/11/2024,South,Smartwatch,Bob,3,1258,Accessories,3774,3163.361491,610.64,2024,Nov,11
5/09/2024,East,Tablet,Charlie,5,756,Electronics,3780,2994.941989,785.06,2024,Sep,9
12/01/2024,South,Printer,Hannah,6,630,Office,3780,3158.301142,621.70,2024,Jan,1
24/12/2024,South,Laptop,Grace,10,379,Electronics,3790,2580.589619,1209.41,2024,Dec,12
11/02/2024,North,Tablet,Charlie,19,200,Electronics,3800,2856.322369,943.68,2024,Feb,2
23/08/2024,East,Monitor,Frank,5,763,Office,3815,2420.262456,1394.74,2024,Aug,8
13/12/2024,East,Printer,David,12,318,Office,3816,2341.541204,1474.46,2024,Dec,12
26/07/2024,South,Camera,Bob,6,636,Electronics,3816,3133.338935,682.66,2024,Jul,7
29/12/2024,North,Camera,Bob,7,546,Electronics,3822,2790.561922,1031.44,2024,Dec,12
26/05/2024,East,Tablet,,8,478,Electronics,3824,2822.913879,1001.09,2024,May,5
11/04/2024,South,Printer,David,2,1913,Office,3826,3105.81666,720.18,2024,Apr,4
13/05/2024,West,Mobile,Bob,4,957,Electronics,3828,3390.987283,437.01,2024,May,5
14/08/2024,South,Monitor,Alice,3,1281,Office,3843,3159.0071,683.99,2024,Aug,8
10/09/2024,South,Smartwatch,Bob,5,769,Accessories,3845,3144.055458,700.94,2024,Sep,9
28/05/2024,West,Monitor,Alice,3,1289,Office,3867,2367.769539,1499.23,2024,May,5
2/05/2024,East,Monitor,Eva,2,1934,Office,3868,3298.948319,569.05,2024,May,5
14/12/2024,East,Smartwatch,Eva,19,205,Accessories,3895,2522.444119,1372.56,2024,Dec,12
19/08/2024,North,Tablet,Hannah,2,1948,Electronics,3896,2513.689342,1382.31,2024,Aug,8
22/01/2024,West,Monitor,Eva,2,1954,Office,3908,2444.309496,1463.69,2024,Jan,1
18/08/2024,East,Headphones,Alice,2,1958,Accessories,3916,3093.235024,822.76,2024,Aug,8
8/11/2024,West,Camera,Alice,2,1961,Electronics,3922,3110.076181,811.92,2024,Nov,11
28/10/2024,West,Laptop,Eva,7,563,Electronics,3941,2655.312893,1285.69,2024,Oct,10
22/06/2024,East,Smartwatch,Frank,3,1315,Accessories,3945,2716.804418,1228.20,2024,Jun,6
13/08/2024,East,Mobile,Eva,2,1975,Electronics,3950,2699.493464,1250.51,2024,Aug,8
1/04/2024,West,Monitor,Charlie,6,660,Office,3960,3468.882461,491.12,2024,Apr,4
28/07/2024,West,Laptop,Eva,18,221,Electronics,3978,2784.862884,1193.14,2024,Jul,7
9/06/2024,South,Tablet,Alice,14,285,Electronics,3990,3208.79622,781.20,2024,Jun,6
16/06/2024,East,Tablet,Charlie,5,799,Electronics,3995,2718.373857,1276.63,2024,Jun,6
10/10/2024,East,Headphones,David,3,1333,Accessories,3999,3227.051448,771.95,2024,Oct,10
31/10/2024,North,Printer,Charlie,3,1335,Office,4005,3237.137725,767.86,2024,Oct,10
6/06/2024,South,Headphones,David,3,1338,Accessories,4014,3584.494739,429.51,2024,Jun,6
11/12/2024,North,Mobile,Frank,7,574,Electronics,4018,2775.704469,1242.30,2024,Dec,12
29/02/2024,South,Smartwatch,Frank,8,504,Accessories,4032,3607.46311,424.54,2024,Feb,2
24/08/2024,East,Laptop,Eva,4,1011,Electronics,4044,3156.512122,887.49,2024,Aug,8
19/03/2024,South,Mobile,David,10,405,Electronics,4050,3408.771745,641.23,2024,Mar,3
6/11/2024,,Tablet,Bob,16,254,Electronics,4064,3583.481195,480.52,2024,Nov,11
23/08/2024,South,Headphones,Alice,4,1016,Accessories,4064,2459.998018,1604.00,2024,Aug,8
28/12/2024,South,Mobile,Alice,9,452,Electronics,4068,3099.540825,968.46,2024,Dec,12
8/07/2024,East,Tablet,Bob,13,313,Electronics,4069,2837.697069,1231.30,2024,Jul,7
5/04/2024,South,Headphones,Frank,9,453,Accessories,4077,3305.200887,771.80,2024,Apr,4
5/08/2024,North,Printer,Alice,3,1360,Office,4080,2598.339688,1481.66,2024,Aug,8
2/01/2024,East,Printer,David,3,1363,Office,4089,2540.389558,1548.61,2024,Jan,1
1/05/2024,East,Printer,Bob,6,683,Office,4098,3061.923822,1036.08,2024,May,5
27/08/2024,North,Camera,David,9,456,Electronics,4104,2798.80868,1305.19,2024,Aug,8
28/09/2024,West,Printer,Grace,3,1376,Office,4128,3657.94802,470.05,2024,Sep,9
29/10/2024,South,Tablet,Hannah,10,416,Electronics,4160,2624.312354,1535.69,2024,Oct,10
27/11/2024,South,Printer,Charlie,3,1391,Office,4173,2825.644669,1347.36,2024,Nov,11
13/11/2024,East,Smartwatch,David,10,419,Accessories,4190,2790.479058,1399.52,2024,Nov,11
13/03/2024,North,Monitor,Alice,6,699,Office,4194,3244.392621,949.61,2024,Mar,3
24/12/2024,West,Printer,Bob,3,1399,Office,4197,3233.1439,963.86,2024,Dec,12
8/01/2024,South,Printer,Frank,6,700,Office,4200,3067.715088,1132.28,2024,Jan,1
9/05/2024,South,Camera,Eva,8,525,Electronics,4200,2821.779757,1378.22,2024,May,5
1/08/2024,South,Headphones,Frank,17,248,Accessories,4216,3698.817486,517.18,2024,Aug,8
30/04/2024,North,Tablet,Alice,6,703,Electronics,4218,3249.244924,968.76,2024,Apr,4
30/06/2024,South,Laptop,David,9,470,Electronics,4230,3419.175139,810.82,2024,Jun,6
12/08/2024,South,Printer,Hannah,3,1411,Office,4233,3279.645951,953.35,2024,Aug,8
18/09/2024,East,Headphones,Alice,10,425,Accessories,4250,3628.194978,621.81,2024,Sep,9
6/05/2024,West,Headphones,Alice,13,327,Accessories,4251,3108.00654,1142.99,2024,May,5
6/12/2024,South,Smartwatch,Eva,3,1418,Accessories,4254,2654.577246,1599.42,2024,Dec,12
23/11/2024,South,Laptop,David,3,1420,Electronics,4260,3313.363007,946.64,2024,Nov,11
30/05/2024,South,Mobile,Hannah,9,475,Electronics,4275,2984.805375,1290.19,2024,May,5
9/12/2024,North,Tablet,Frank,6,717,Electronics,4302,3277.743938,1024.26,2024,Dec,12
9/06/2024,East,Laptop,David,17,254,Electronics,4318,3307.385105,1010.61,2024,Jun,6
14/04/2024,North,Smartwatch,Eva,8,541,Accessories,4328,3520.122488,807.88,2024,Apr,4
19/07/2024,South,Tablet,Charlie,7,619,Electronics,4333,3371.779705,961.22,2024,Jul,7
9/08/2024,North,Headphones,Eva,8,542,Accessories,4336,3015.294964,1320.71,2024,Aug,8
26/03/2024,East,Monitor,Frank,3,1451,Office,4353,3408.022234,944.98,2024,Mar,3
